row_grain,record_id,sample_id,provider,thread_id,record_type,concern_detection,concern_count_for_record,concern_instance_id,topic,necessity,gap_detected,gap_types
record_without_concern,RECORD_000136,GT_SAMPLE_000136,chatgpt,Chatgpt_POST_000036,comment,False,0,,,,,
record_concern,RECORD_000137,GT_SAMPLE_000137,chatgpt,Chatgpt_POST_000036,comment,True,1,GT_CONCERN_000092,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000138,GT_SAMPLE_000138,chatgpt,Chatgpt_POST_000036,comment,True,1,GT_CONCERN_000093,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_concern,RECORD_000139,GT_SAMPLE_000139,chatgpt,Chatgpt_POST_000036,comment,True,1,GT_CONCERN_000094,B1.2_PRIVACY_GRANULAR_CONTROL,False,False,
record_without_concern,RECORD_000140,GT_SAMPLE_000140,chatgpt,Chatgpt_POST_000036,comment,False,0,,,,,
record_concern,RECORD_000141,GT_SAMPLE_000141,chatgpt,Chatgpt_POST_000036,comment,True,1,GT_CONCERN_000095,B1.2_PRIVACY_GRANULAR_CONTROL,False,False,
record_without_concern,RECORD_000142,GT_SAMPLE_000142,chatgpt,Chatgpt_POST_000036,comment,False,0,,,,,
record_concern,RECORD_000143,GT_SAMPLE_000143,chatgpt,Chatgpt_POST_000037,post,True,2,GT_CONCERN_000096,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000143,GT_SAMPLE_000143,chatgpt,Chatgpt_POST_000037,post,True,2,GT_CONCERN_000097,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000144,GT_SAMPLE_000144,chatgpt,Chatgpt_POST_000037,comment,True,2,GT_CONCERN_000098,C1.1_PRIVACY_OUTPUT_RISK,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000144,GT_SAMPLE_000144,chatgpt,Chatgpt_POST_000037,comment,True,2,GT_CONCERN_000099,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000145,GT_SAMPLE_000145,chatgpt,Chatgpt_POST_000037,comment,False,0,,,,,
record_concern,RECORD_000146,GT_SAMPLE_000146,chatgpt,Chatgpt_POST_000037,comment,True,1,GT_CONCERN_000100,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000147,GT_SAMPLE_000147,chatgpt,Chatgpt_POST_000038,post,True,2,GT_CONCERN_000101,A1.1_PRIVACY_INPUT_CONTENT,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000147,GT_SAMPLE_000147,chatgpt,Chatgpt_POST_000038,post,True,2,GT_CONCERN_000102,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000148,GT_SAMPLE_000148,chatgpt,Chatgpt_POST_000039,post,True,3,GT_CONCERN_000103,C1.1_PRIVACY_OUTPUT_RISK,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000148,GT_SAMPLE_000148,chatgpt,Chatgpt_POST_000039,post,True,3,GT_CONCERN_000104,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000148,GT_SAMPLE_000148,chatgpt,Chatgpt_POST_000039,post,True,3,GT_CONCERN_000105,D2.1_PRIVACY_DATA_SECURITY,True,False,
record_without_concern,RECORD_000149,GT_SAMPLE_000149,chatgpt,Chatgpt_POST_000039,comment,False,0,,,,,
record_without_concern,RECORD_000150,GT_SAMPLE_000150,chatgpt,Chatgpt_POST_000039,comment,False,0,,,,,
record_without_concern,RECORD_000151,GT_SAMPLE_000151,chatgpt,Chatgpt_POST_000039,comment,False,0,,,,,
record_concern,RECORD_000152,GT_SAMPLE_000152,chatgpt,Chatgpt_POST_000040,post,True,4,GT_CONCERN_000106,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000152,GT_SAMPLE_000152,chatgpt,Chatgpt_POST_000040,post,True,4,GT_CONCERN_000107,C1.1_PRIVACY_OUTPUT_RISK,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000152,GT_SAMPLE_000152,chatgpt,Chatgpt_POST_000040,post,True,4,GT_CONCERN_000108,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,False,
record_concern,RECORD_000152,GT_SAMPLE_000152,chatgpt,Chatgpt_POST_000040,post,True,4,GT_CONCERN_000109,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000153,GT_SAMPLE_000153,chatgpt,Chatgpt_POST_000040,comment,False,0,,,,,
record_concern,RECORD_000154,GT_SAMPLE_000154,chatgpt,Chatgpt_POST_000040,comment,True,1,GT_CONCERN_000110,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_without_concern,RECORD_000155,GT_SAMPLE_000155,chatgpt,Chatgpt_POST_000040,comment,False,0,,,,,
record_concern,RECORD_000156,GT_SAMPLE_000156,chatgpt,Chatgpt_POST_000040,comment,True,1,GT_CONCERN_000111,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000157,GT_SAMPLE_000157,chatgpt,Chatgpt_POST_000040,comment,True,1,GT_CONCERN_000112,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_EXPLICIT_POLICY_DISTRUST
record_concern,RECORD_000158,GT_SAMPLE_000158,chatgpt,Chatgpt_POST_000041,post,True,1,GT_CONCERN_000113,B1.1_PRIVACY_CONSENT_MECHANISM,False,False,
record_without_concern,RECORD_000159,GT_SAMPLE_000159,chatgpt,Chatgpt_POST_000041,comment,False,0,,,,,
record_without_concern,RECORD_000160,GT_SAMPLE_000160,chatgpt,Chatgpt_POST_000041,comment,False,0,,,,,
record_concern,RECORD_000161,GT_SAMPLE_000161,chatgpt,Chatgpt_POST_000041,comment,True,1,GT_CONCERN_000114,B1.1_PRIVACY_CONSENT_MECHANISM,False,False,
record_without_concern,RECORD_000162,GT_SAMPLE_000162,chatgpt,Chatgpt_POST_000041,comment,False,0,,,,,
record_without_concern,RECORD_000163,GT_SAMPLE_000163,chatgpt,Chatgpt_POST_000041,comment,False,0,,,,,
record_without_concern,RECORD_000164,GT_SAMPLE_000164,chatgpt,Chatgpt_POST_000041,comment,False,0,,,,,
record_concern,RECORD_000165,GT_SAMPLE_000165,chatgpt,Chatgpt_POST_000041,comment,True,1,GT_CONCERN_000115,B1.1_PRIVACY_CONSENT_MECHANISM,True,False,
record_concern,RECORD_000166,GT_SAMPLE_000166,chatgpt,Chatgpt_POST_000041,comment,True,1,GT_CONCERN_000116,A1.1_PRIVACY_INPUT_CONTENT,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000167,GT_SAMPLE_000167,chatgpt,Chatgpt_POST_000041,comment,True,1,GT_CONCERN_000117,B1.1_PRIVACY_CONSENT_MECHANISM,True,False,
record_without_concern,RECORD_000168,GT_SAMPLE_000168,chatgpt,Chatgpt_POST_000041,comment,False,0,,,,,
record_concern,RECORD_000169,GT_SAMPLE_000169,chatgpt,Chatgpt_POST_000041,comment,True,1,GT_CONCERN_000118,B1.1_PRIVACY_CONSENT_MECHANISM,False,False,
record_without_concern,RECORD_000170,GT_SAMPLE_000170,chatgpt,Chatgpt_POST_000041,comment,False,0,,,,,
record_without_concern,RECORD_000171,GT_SAMPLE_000171,chatgpt,Chatgpt_POST_000041,comment,False,0,,,,,
record_without_concern,RECORD_000172,GT_SAMPLE_000172,chatgpt,Chatgpt_POST_000041,comment,False,0,,,,,
record_concern,RECORD_000173,GT_SAMPLE_000173,chatgpt,Chatgpt_POST_000041,comment,True,1,GT_CONCERN_000119,A1.1_PRIVACY_INPUT_CONTENT,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000174,GT_SAMPLE_000174,chatgpt,Chatgpt_POST_000041,comment,True,1,GT_CONCERN_000120,C1.1_PRIVACY_OUTPUT_RISK,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_without_concern,RECORD_000175,GT_SAMPLE_000175,chatgpt,Chatgpt_POST_000041,comment,False,0,,,,,
record_concern,RECORD_000176,GT_SAMPLE_000176,chatgpt,Chatgpt_POST_000041,comment,True,1,GT_CONCERN_000121,A1.1_PRIVACY_INPUT_CONTENT,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000177,GT_SAMPLE_000177,chatgpt,Chatgpt_POST_000041,comment,True,1,GT_CONCERN_000122,B1.1_PRIVACY_CONSENT_MECHANISM,True,False,
record_concern,RECORD_000178,GT_SAMPLE_000178,chatgpt,Chatgpt_POST_000041,comment,True,2,GT_CONCERN_000123,B1.1_PRIVACY_CONSENT_MECHANISM,False,False,
record_concern,RECORD_000178,GT_SAMPLE_000178,chatgpt,Chatgpt_POST_000041,comment,True,2,GT_CONCERN_000124,B1.2_PRIVACY_GRANULAR_CONTROL,False,False,
record_without_concern,RECORD_000179,GT_SAMPLE_000179,chatgpt,Chatgpt_POST_000041,comment,False,0,,,,,
record_concern,RECORD_000180,GT_SAMPLE_000180,chatgpt,Chatgpt_POST_000042,post,True,1,GT_CONCERN_000125,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000181,GT_SAMPLE_000181,chatgpt,Chatgpt_POST_000042,comment,True,1,GT_CONCERN_000126,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_without_concern,RECORD_000182,GT_SAMPLE_000182,chatgpt,Chatgpt_POST_000042,comment,False,0,,,,,
record_concern,RECORD_000183,GT_SAMPLE_000183,chatgpt,Chatgpt_POST_000042,comment,True,1,GT_CONCERN_000127,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,False,
record_without_concern,RECORD_000184,GT_SAMPLE_000184,chatgpt,Chatgpt_POST_000042,comment,False,0,,,,,
record_without_concern,RECORD_000185,GT_SAMPLE_000185,chatgpt,Chatgpt_POST_000042,comment,False,0,,,,,
record_concern,RECORD_000186,GT_SAMPLE_000186,chatgpt,Chatgpt_POST_000042,comment,True,2,GT_CONCERN_000128,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000186,GT_SAMPLE_000186,chatgpt,Chatgpt_POST_000042,comment,True,2,GT_CONCERN_000129,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000187,GT_SAMPLE_000187,chatgpt,Chatgpt_POST_000042,comment,True,2,GT_CONCERN_000130,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000187,GT_SAMPLE_000187,chatgpt,Chatgpt_POST_000042,comment,True,2,GT_CONCERN_000131,A1.1_PRIVACY_INPUT_CONTENT,True,False,
record_concern,RECORD_000188,GT_SAMPLE_000188,chatgpt,Chatgpt_POST_000043,post,True,2,GT_CONCERN_000132,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000188,GT_SAMPLE_000188,chatgpt,Chatgpt_POST_000043,post,True,2,GT_CONCERN_000133,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000189,GT_SAMPLE_000189,chatgpt,Chatgpt_POST_000043,comment,True,1,GT_CONCERN_000134,A3.2_PRIVACY_DELETION_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000190,GT_SAMPLE_000190,chatgpt,Chatgpt_POST_000043,comment,True,2,GT_CONCERN_000135,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000190,GT_SAMPLE_000190,chatgpt,Chatgpt_POST_000043,comment,True,2,GT_CONCERN_000136,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000191,GT_SAMPLE_000191,chatgpt,Chatgpt_POST_000044,post,True,2,GT_CONCERN_000137,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000191,GT_SAMPLE_000191,chatgpt,Chatgpt_POST_000044,post,True,2,GT_CONCERN_000138,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000192,GT_SAMPLE_000192,chatgpt,Chatgpt_POST_000044,comment,True,1,GT_CONCERN_000139,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000193,GT_SAMPLE_000193,chatgpt,Chatgpt_POST_000044,comment,True,1,GT_CONCERN_000140,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_without_concern,RECORD_000194,GT_SAMPLE_000194,chatgpt,Chatgpt_POST_000044,comment,False,0,,,,,
record_concern,RECORD_000195,GT_SAMPLE_000195,chatgpt,Chatgpt_POST_000045,post,True,1,GT_CONCERN_000141,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000196,GT_SAMPLE_000196,chatgpt,Chatgpt_POST_000046,post,True,1,GT_CONCERN_000142,D2.1_PRIVACY_DATA_SECURITY,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_without_concern,RECORD_000197,GT_SAMPLE_000197,chatgpt,Chatgpt_POST_000046,comment,False,0,,,,,
record_concern,RECORD_000198,GT_SAMPLE_000198,chatgpt,Chatgpt_POST_000047,post,True,1,GT_CONCERN_000143,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000199,GT_SAMPLE_000199,chatgpt,Chatgpt_POST_000047,comment,True,1,GT_CONCERN_000144,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000200,GT_SAMPLE_000200,chatgpt,Chatgpt_POST_000047,comment,True,1,GT_CONCERN_000145,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000201,GT_SAMPLE_000201,chatgpt,Chatgpt_POST_000047,comment,True,1,GT_CONCERN_000146,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000202,GT_SAMPLE_000202,chatgpt,Chatgpt_POST_000047,comment,False,0,,,,,
record_concern,RECORD_000203,GT_SAMPLE_000203,chatgpt,Chatgpt_POST_000047,comment,True,1,GT_CONCERN_000147,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000204,GT_SAMPLE_000204,chatgpt,Chatgpt_POST_000047,comment,False,0,,,,,
record_without_concern,RECORD_000205,GT_SAMPLE_000205,chatgpt,Chatgpt_POST_000047,comment,False,0,,,,,
record_without_concern,RECORD_000206,GT_SAMPLE_000206,chatgpt,Chatgpt_POST_000047,comment,False,0,,,,,
record_without_concern,RECORD_000207,GT_SAMPLE_000207,chatgpt,Chatgpt_POST_000047,comment,False,0,,,,,
record_without_concern,RECORD_000208,GT_SAMPLE_000208,chatgpt,Chatgpt_POST_000047,comment,False,0,,,,,
record_concern,RECORD_000209,GT_SAMPLE_000209,chatgpt,Chatgpt_POST_000047,comment,True,1,GT_CONCERN_000148,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000210,GT_SAMPLE_000210,chatgpt,Chatgpt_POST_000047,comment,True,1,GT_CONCERN_000149,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000211,GT_SAMPLE_000211,chatgpt,Chatgpt_POST_000047,comment,True,1,GT_CONCERN_000150,C1.1_PRIVACY_OUTPUT_RISK,True,False,
record_concern,RECORD_000212,GT_SAMPLE_000212,chatgpt,Chatgpt_POST_000047,comment,True,1,GT_CONCERN_000151,B1.1_PRIVACY_CONSENT_MECHANISM,False,False,
record_without_concern,RECORD_000213,GT_SAMPLE_000213,chatgpt,Chatgpt_POST_000047,comment,False,0,,,,,
record_without_concern,RECORD_000214,GT_SAMPLE_000214,chatgpt,Chatgpt_POST_000047,comment,False,0,,,,,
record_without_concern,RECORD_000215,GT_SAMPLE_000215,chatgpt,Chatgpt_POST_000047,comment,False,0,,,,,
record_concern,RECORD_000216,GT_SAMPLE_000216,chatgpt,Chatgpt_POST_000047,comment,True,1,GT_CONCERN_000152,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000217,GT_SAMPLE_000217,chatgpt,Chatgpt_POST_000047,comment,False,0,,,,,
record_without_concern,RECORD_000218,GT_SAMPLE_000218,chatgpt,Chatgpt_POST_000047,comment,False,0,,,,,
record_concern,RECORD_000219,GT_SAMPLE_000219,chatgpt,Chatgpt_POST_000047,comment,True,1,GT_CONCERN_000153,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000220,GT_SAMPLE_000220,chatgpt,Chatgpt_POST_000047,comment,False,0,,,,,
record_without_concern,RECORD_000221,GT_SAMPLE_000221,chatgpt,Chatgpt_POST_000048,post,False,0,,,,,
record_concern,RECORD_000222,GT_SAMPLE_000222,chatgpt,Chatgpt_POST_000048,comment,True,1,GT_CONCERN_000154,D2.2_PRIVACY_BREACH_NOTIFICATION,False,False,
record_without_concern,RECORD_000223,GT_SAMPLE_000223,chatgpt,Chatgpt_POST_000049,post,False,0,,,,,
record_without_concern,RECORD_000224,GT_SAMPLE_000224,chatgpt,Chatgpt_POST_000049,comment,False,0,,,,,
record_concern,RECORD_000225,GT_SAMPLE_000225,chatgpt,Chatgpt_POST_000050,post,True,2,GT_CONCERN_000155,A3.2_PRIVACY_DELETION_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000225,GT_SAMPLE_000225,chatgpt,Chatgpt_POST_000050,post,True,2,GT_CONCERN_000156,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000226,GT_SAMPLE_000226,chatgpt,Chatgpt_POST_000050,comment,True,1,GT_CONCERN_000157,A3.2_PRIVACY_DELETION_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000227,GT_SAMPLE_000227,chatgpt,Chatgpt_POST_000050,comment,False,0,,,,,
record_concern,RECORD_000228,GT_SAMPLE_000228,chatgpt,Chatgpt_POST_000051,post,True,2,GT_CONCERN_000158,A2.1_PRIVACY_SERVICE_PROVISION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000228,GT_SAMPLE_000228,chatgpt,Chatgpt_POST_000051,post,True,2,GT_CONCERN_000159,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000229,GT_SAMPLE_000229,chatgpt,Chatgpt_POST_000052,post,True,1,GT_CONCERN_000160,A1.1_PRIVACY_INPUT_CONTENT,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_without_concern,RECORD_000230,GT_SAMPLE_000230,chatgpt,Chatgpt_POST_000052,comment,False,0,,,,,
record_concern,RECORD_000231,GT_SAMPLE_000231,chatgpt,Chatgpt_POST_000052,comment,True,2,GT_CONCERN_000161,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000231,GT_SAMPLE_000231,chatgpt,Chatgpt_POST_000052,comment,True,2,GT_CONCERN_000162,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000232,GT_SAMPLE_000232,claude,Claude_POST_000053,post,True,1,GT_CONCERN_000163,A3.1_PRIVACY_RETENTION_DURATION,True,False,
record_concern,RECORD_000233,GT_SAMPLE_000233,claude,Claude_POST_000053,comment,True,1,GT_CONCERN_000164,D2.1_PRIVACY_DATA_SECURITY,True,False,
record_concern,RECORD_000234,GT_SAMPLE_000234,claude,Claude_POST_000053,comment,True,1,GT_CONCERN_000165,A2.2_PRIVACY_MODEL_TRAINING,True,False,
record_without_concern,RECORD_000235,GT_SAMPLE_000235,claude,Claude_POST_000053,comment,False,0,,,,,
record_concern,RECORD_000236,GT_SAMPLE_000236,claude,Claude_POST_000053,comment,True,1,GT_CONCERN_000166,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_concern,RECORD_000237,GT_SAMPLE_000237,claude,Claude_POST_000053,comment,True,1,GT_CONCERN_000167,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_without_concern,RECORD_000238,GT_SAMPLE_000238,claude,Claude_POST_000054,post,False,0,,,,,
record_concern,RECORD_000239,GT_SAMPLE_000239,claude,Claude_POST_000054,comment,True,1,GT_CONCERN_000168,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000240,GT_SAMPLE_000240,claude,Claude_POST_000054,comment,False,0,,,,,
record_without_concern,RECORD_000241,GT_SAMPLE_000241,claude,Claude_POST_000054,comment,False,0,,,,,
record_without_concern,RECORD_000242,GT_SAMPLE_000242,claude,Claude_POST_000054,comment,False,0,,,,,
record_concern,RECORD_000243,GT_SAMPLE_000243,claude,Claude_POST_000054,comment,True,1,GT_CONCERN_000169,C2.2_PRIVACY_DOWNSTREAM_INTEGRATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
record_without_concern,RECORD_000244,GT_SAMPLE_000244,claude,Claude_POST_000054,comment,False,0,,,,,
record_without_concern,RECORD_000245,GT_SAMPLE_000245,claude,Claude_POST_000055,post,False,0,,,,,
record_concern,RECORD_000246,GT_SAMPLE_000246,claude,Claude_POST_000056,post,True,1,GT_CONCERN_000170,A4.2_PRIVACY_PLUGIN_EXTENSION_ACCESS,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
record_without_concern,RECORD_000247,GT_SAMPLE_000247,claude,Claude_POST_000056,comment,False,0,,,,,
record_without_concern,RECORD_000248,GT_SAMPLE_000248,claude,Claude_POST_000057,post,False,0,,,,,
record_without_concern,RECORD_000249,GT_SAMPLE_000249,claude,Claude_POST_000058,post,False,0,,,,,
record_without_concern,RECORD_000250,GT_SAMPLE_000250,claude,Claude_POST_000058,comment,False,0,,,,,
record_without_concern,RECORD_000251,GT_SAMPLE_000251,claude,Claude_POST_000058,comment,False,0,,,,,
record_without_concern,RECORD_000252,GT_SAMPLE_000252,claude,Claude_POST_000058,comment,False,0,,,,,
record_without_concern,RECORD_000253,GT_SAMPLE_000253,claude,Claude_POST_000058,comment,False,0,,,,,
record_without_concern,RECORD_000254,GT_SAMPLE_000254,claude,Claude_POST_000059,post,False,0,,,,,
record_concern,RECORD_000255,GT_SAMPLE_000255,claude,Claude_POST_000060,post,True,1,GT_CONCERN_000171,B1.2_PRIVACY_GRANULAR_CONTROL,False,False,
record_without_concern,RECORD_000256,GT_SAMPLE_000256,claude,Claude_POST_000060,comment,False,0,,,,,
record_concern,RECORD_000257,GT_SAMPLE_000257,claude,Claude_POST_000060,comment,True,1,GT_CONCERN_000172,D1.1_PRIVACY_JURISDICTION_LAW,False,False,
record_without_concern,RECORD_000258,GT_SAMPLE_000258,claude,Claude_POST_000061,post,False,0,,,,,
record_concern,RECORD_000259,GT_SAMPLE_000259,claude,Claude_POST_000062,post,True,1,GT_CONCERN_000173,D2.1_PRIVACY_DATA_SECURITY,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_without_concern,RECORD_000260,GT_SAMPLE_000260,claude,Claude_POST_000062,comment,False,0,,,,,
record_without_concern,RECORD_000261,GT_SAMPLE_000261,claude,Claude_POST_000062,comment,False,0,,,,,
record_without_concern,RECORD_000262,GT_SAMPLE_000262,claude,Claude_POST_000062,comment,False,0,,,,,
record_concern,RECORD_000263,GT_SAMPLE_000263,claude,Claude_POST_000062,comment,True,1,GT_CONCERN_000174,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000264,GT_SAMPLE_000264,claude,Claude_POST_000062,comment,True,1,GT_CONCERN_000175,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_without_concern,RECORD_000265,GT_SAMPLE_000265,claude,Claude_POST_000062,comment,False,0,,,,,
record_concern,RECORD_000266,GT_SAMPLE_000266,claude,Claude_POST_000063,post,True,1,GT_CONCERN_000176,D2.1_PRIVACY_DATA_SECURITY,False,False,
record_concern,RECORD_000267,GT_SAMPLE_000267,claude,Claude_POST_000064,post,True,1,GT_CONCERN_000177,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,False,
record_concern,RECORD_000268,GT_SAMPLE_000268,claude,Claude_POST_000064,comment,True,1,GT_CONCERN_000178,B1.1_PRIVACY_CONSENT_MECHANISM,False,False,
record_concern,RECORD_000269,GT_SAMPLE_000269,claude,Claude_POST_000064,comment,True,1,GT_CONCERN_000179,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000270,GT_SAMPLE_000270,claude,Claude_POST_000064,comment,True,1,GT_CONCERN_000180,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_without_concern,RECORD_000271,GT_SAMPLE_000271,claude,Claude_POST_000064,comment,False,0,,,,,
record_concern,RECORD_000272,GT_SAMPLE_000272,claude,Claude_POST_000065,post,True,1,GT_CONCERN_000181,A4.2_PRIVACY_PLUGIN_EXTENSION_ACCESS,True,False,
record_without_concern,RECORD_000273,GT_SAMPLE_000273,claude,Claude_POST_000066,post,False,0,,,,,
record_concern,RECORD_000274,GT_SAMPLE_000274,claude,Claude_POST_000066,comment,True,2,GT_CONCERN_000182,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
record_concern,RECORD_000274,GT_SAMPLE_000274,claude,Claude_POST_000066,comment,True,2,GT_CONCERN_000183,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
