record_id,sample_id,provider,thread_id,record_type,concern_detection
RECORD_000322,GT_SAMPLE_000322,deepseek,Deepseek_POST_000085,comment,False
RECORD_000323,GT_SAMPLE_000323,deepseek,Deepseek_POST_000085,comment,True
RECORD_000324,GT_SAMPLE_000324,deepseek,Deepseek_POST_000085,comment,False
RECORD_000325,GT_SAMPLE_000325,deepseek,Deepseek_POST_000086,post,False
RECORD_000326,GT_SAMPLE_000326,deepseek,Deepseek_POST_000087,post,False
RECORD_000327,GT_SAMPLE_000327,deepseek,Deepseek_POST_000088,post,True
RECORD_000328,GT_SAMPLE_000328,deepseek,Deepseek_POST_000088,comment,True
RECORD_000329,GT_SAMPLE_000329,deepseek,Deepseek_POST_000088,comment,False
RECORD_000330,GT_SAMPLE_000330,deepseek,Deepseek_POST_000088,comment,False
RECORD_000331,GT_SAMPLE_000331,deepseek,Deepseek_POST_000088,comment,True
RECORD_000332,GT_SAMPLE_000332,deepseek,Deepseek_POST_000088,comment,False
RECORD_000333,GT_SAMPLE_000333,deepseek,Deepseek_POST_000088,comment,True
RECORD_000334,GT_SAMPLE_000334,deepseek,Deepseek_POST_000089,post,False
RECORD_000335,GT_SAMPLE_000335,deepseek,Deepseek_POST_000090,post,True
RECORD_000336,GT_SAMPLE_000336,deepseek,Deepseek_POST_000090,comment,True
RECORD_000337,GT_SAMPLE_000337,deepseek,Deepseek_POST_000090,comment,False
RECORD_000338,GT_SAMPLE_000338,deepseek,Deepseek_POST_000090,comment,False
RECORD_000339,GT_SAMPLE_000339,deepseek,Deepseek_POST_000090,comment,False
RECORD_000340,GT_SAMPLE_000340,deepseek,Deepseek_POST_000090,comment,True
RECORD_000341,GT_SAMPLE_000341,deepseek,Deepseek_POST_000090,comment,True
RECORD_000342,GT_SAMPLE_000342,deepseek,Deepseek_POST_000090,comment,True
RECORD_000343,GT_SAMPLE_000343,deepseek,Deepseek_POST_000090,comment,False
RECORD_000344,GT_SAMPLE_000344,deepseek,Deepseek_POST_000090,comment,False
RECORD_000345,GT_SAMPLE_000345,deepseek,Deepseek_POST_000090,comment,False
RECORD_000346,GT_SAMPLE_000346,deepseek,Deepseek_POST_000090,comment,True
RECORD_000347,GT_SAMPLE_000347,deepseek,Deepseek_POST_000090,comment,False
RECORD_000348,GT_SAMPLE_000348,deepseek,Deepseek_POST_000091,post,True
RECORD_000349,GT_SAMPLE_000349,deepseek,Deepseek_POST_000091,comment,True
RECORD_000350,GT_SAMPLE_000350,grok,Grok_POST_000092,post,True
RECORD_000351,GT_SAMPLE_000351,grok,Grok_POST_000092,comment,True
RECORD_000352,GT_SAMPLE_000352,grok,Grok_POST_000092,comment,False
RECORD_000353,GT_SAMPLE_000353,grok,Grok_POST_000092,comment,False
RECORD_000354,GT_SAMPLE_000354,grok,Grok_POST_000092,comment,False
RECORD_000355,GT_SAMPLE_000355,grok,Grok_POST_000092,comment,True
RECORD_000356,GT_SAMPLE_000356,grok,Grok_POST_000092,comment,True
RECORD_000357,GT_SAMPLE_000357,grok,Grok_POST_000092,comment,False
RECORD_000358,GT_SAMPLE_000358,grok,Grok_POST_000092,comment,True
RECORD_000359,GT_SAMPLE_000359,grok,Grok_POST_000092,comment,True
RECORD_000360,GT_SAMPLE_000360,grok,Grok_POST_000092,comment,False
RECORD_000361,GT_SAMPLE_000361,grok,Grok_POST_000092,comment,True
RECORD_000362,GT_SAMPLE_000362,grok,Grok_POST_000092,comment,False
RECORD_000363,GT_SAMPLE_000363,grok,Grok_POST_000092,comment,False
RECORD_000364,GT_SAMPLE_000364,grok,Grok_POST_000092,comment,False
RECORD_000365,GT_SAMPLE_000365,grok,Grok_POST_000093,post,True
RECORD_000366,GT_SAMPLE_000366,grok,Grok_POST_000093,comment,True
RECORD_000367,GT_SAMPLE_000367,grok,Grok_POST_000093,comment,True
RECORD_000368,GT_SAMPLE_000368,grok,Grok_POST_000093,comment,True
RECORD_000369,GT_SAMPLE_000369,grok,Grok_POST_000094,post,False
RECORD_000370,GT_SAMPLE_000370,grok,Grok_POST_000095,post,False
RECORD_000371,GT_SAMPLE_000371,grok,Grok_POST_000096,post,True
RECORD_000372,GT_SAMPLE_000372,grok,Grok_POST_000097,post,True
RECORD_000373,GT_SAMPLE_000373,grok,Grok_POST_000097,comment,False
RECORD_000374,GT_SAMPLE_000374,grok,Grok_POST_000097,comment,False
RECORD_000375,GT_SAMPLE_000375,grok,Grok_POST_000097,comment,True
RECORD_000376,GT_SAMPLE_000376,grok,Grok_POST_000097,comment,False
RECORD_000377,GT_SAMPLE_000377,grok,Grok_POST_000097,comment,True
RECORD_000378,GT_SAMPLE_000378,grok,Grok_POST_000097,comment,False
RECORD_000379,GT_SAMPLE_000379,grok,Grok_POST_000097,comment,False
RECORD_000380,GT_SAMPLE_000380,grok,Grok_POST_000097,comment,False
RECORD_000381,GT_SAMPLE_000381,grok,Grok_POST_000097,comment,False
RECORD_000382,GT_SAMPLE_000382,grok,Grok_POST_000097,comment,True
RECORD_000383,GT_SAMPLE_000383,grok,Grok_POST_000097,comment,True
RECORD_000384,GT_SAMPLE_000384,grok,Grok_POST_000097,comment,True
RECORD_000385,GT_SAMPLE_000385,grok,Grok_POST_000097,comment,False
RECORD_000386,GT_SAMPLE_000386,grok,Grok_POST_000097,comment,False
RECORD_000387,GT_SAMPLE_000387,grok,Grok_POST_000097,comment,True
RECORD_000388,GT_SAMPLE_000388,grok,Grok_POST_000097,comment,False
RECORD_000389,GT_SAMPLE_000389,grok,Grok_POST_000097,comment,False
RECORD_000390,GT_SAMPLE_000390,grok,Grok_POST_000097,comment,False
RECORD_000391,GT_SAMPLE_000391,grok,Grok_POST_000097,comment,False
RECORD_000392,GT_SAMPLE_000392,grok,Grok_POST_000097,comment,True
RECORD_000393,GT_SAMPLE_000393,grok,Grok_POST_000097,comment,False
RECORD_000394,GT_SAMPLE_000394,grok,Grok_POST_000098,post,False
RECORD_000395,GT_SAMPLE_000395,grok,Grok_POST_000099,post,True
RECORD_000396,GT_SAMPLE_000396,grok,Grok_POST_000099,comment,True
RECORD_000397,GT_SAMPLE_000397,grok,Grok_POST_000099,comment,False
RECORD_000398,GT_SAMPLE_000398,grok,Grok_POST_000099,comment,False
RECORD_000399,GT_SAMPLE_000399,grok,Grok_POST_000099,comment,True
RECORD_000400,GT_SAMPLE_000400,grok,Grok_POST_000099,comment,False
RECORD_000401,GT_SAMPLE_000401,grok,Grok_POST_000099,comment,False
RECORD_000402,GT_SAMPLE_000402,grok,Grok_POST_000099,comment,False
RECORD_000403,GT_SAMPLE_000403,grok,Grok_POST_000099,comment,True
RECORD_000404,GT_SAMPLE_000404,grok,Grok_POST_000099,comment,False
RECORD_000405,GT_SAMPLE_000405,grok,Grok_POST_000099,comment,True
RECORD_000406,GT_SAMPLE_000406,grok,Grok_POST_000099,comment,False
RECORD_000407,GT_SAMPLE_000407,grok,Grok_POST_000099,comment,False
RECORD_000408,GT_SAMPLE_000408,grok,Grok_POST_000100,post,False
RECORD_000409,GT_SAMPLE_000409,grok,Grok_POST_000101,post,True
RECORD_000410,GT_SAMPLE_000410,grok,Grok_POST_000101,comment,True
RECORD_000411,GT_SAMPLE_000411,grok,Grok_POST_000101,comment,False
RECORD_000412,GT_SAMPLE_000412,grok,Grok_POST_000102,post,False
RECORD_000413,GT_SAMPLE_000413,grok,Grok_POST_000102,comment,False
RECORD_000414,GT_SAMPLE_000414,grok,Grok_POST_000102,comment,True
RECORD_000415,GT_SAMPLE_000415,grok,Grok_POST_000102,comment,False
RECORD_000416,GT_SAMPLE_000416,grok,Grok_POST_000102,comment,False
RECORD_000417,GT_SAMPLE_000417,grok,Grok_POST_000102,comment,True
RECORD_000418,GT_SAMPLE_000418,grok,Grok_POST_000102,comment,False
RECORD_000419,GT_SAMPLE_000419,grok,Grok_POST_000103,post,False
RECORD_000420,GT_SAMPLE_000420,grok,Grok_POST_000104,post,False
RECORD_000421,GT_SAMPLE_000421,grok,Grok_POST_000105,post,True
RECORD_000422,GT_SAMPLE_000422,grok,Grok_POST_000106,post,True
RECORD_000423,GT_SAMPLE_000423,grok,Grok_POST_000106,comment,True
RECORD_000424,GT_SAMPLE_000424,grok,Grok_POST_000107,post,False
RECORD_000425,GT_SAMPLE_000425,grok,Grok_POST_000107,comment,True
RECORD_000426,GT_SAMPLE_000426,grok,Grok_POST_000108,post,True
RECORD_000427,GT_SAMPLE_000427,grok,Grok_POST_000108,comment,False
RECORD_000428,GT_SAMPLE_000428,grok,Grok_POST_000108,comment,False
RECORD_000429,GT_SAMPLE_000429,grok,Grok_POST_000108,comment,True
RECORD_000430,GT_SAMPLE_000430,grok,Grok_POST_000109,post,True
RECORD_000431,GT_SAMPLE_000431,grok,Grok_POST_000109,comment,True
RECORD_000432,GT_SAMPLE_000432,grok,Grok_POST_000110,post,True
RECORD_000433,GT_SAMPLE_000433,grok,Grok_POST_000110,comment,False
RECORD_000434,GT_SAMPLE_000434,grok,Grok_POST_000110,comment,False
RECORD_000435,GT_SAMPLE_000435,grok,Grok_POST_000110,comment,False
RECORD_000436,GT_SAMPLE_000436,grok,Grok_POST_000110,comment,True
RECORD_000437,GT_SAMPLE_000437,grok,Grok_POST_000110,comment,False
RECORD_000438,GT_SAMPLE_000438,grok,Grok_POST_000110,comment,False
