concern_instance_id,record_id,sample_id,provider,thread_id,record_type,topic,necessity,gap_detected,gap_types
GT_CONCERN_000138,RECORD_000191,GT_SAMPLE_000191,chatgpt,Chatgpt_POST_000044,post,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000139,RECORD_000192,GT_SAMPLE_000192,chatgpt,Chatgpt_POST_000044,comment,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000140,RECORD_000193,GT_SAMPLE_000193,chatgpt,Chatgpt_POST_000044,comment,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000141,RECORD_000195,GT_SAMPLE_000195,chatgpt,Chatgpt_POST_000045,post,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000142,RECORD_000196,GT_SAMPLE_000196,chatgpt,Chatgpt_POST_000046,post,D2.1_PRIVACY_DATA_SECURITY,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000143,RECORD_000198,GT_SAMPLE_000198,chatgpt,Chatgpt_POST_000047,post,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000144,RECORD_000199,GT_SAMPLE_000199,chatgpt,Chatgpt_POST_000047,comment,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000145,RECORD_000200,GT_SAMPLE_000200,chatgpt,Chatgpt_POST_000047,comment,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000146,RECORD_000201,GT_SAMPLE_000201,chatgpt,Chatgpt_POST_000047,comment,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000147,RECORD_000203,GT_SAMPLE_000203,chatgpt,Chatgpt_POST_000047,comment,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000148,RECORD_000209,GT_SAMPLE_000209,chatgpt,Chatgpt_POST_000047,comment,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000149,RECORD_000210,GT_SAMPLE_000210,chatgpt,Chatgpt_POST_000047,comment,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000150,RECORD_000211,GT_SAMPLE_000211,chatgpt,Chatgpt_POST_000047,comment,C1.1_PRIVACY_OUTPUT_RISK,True,False,
GT_CONCERN_000151,RECORD_000212,GT_SAMPLE_000212,chatgpt,Chatgpt_POST_000047,comment,B1.1_PRIVACY_CONSENT_MECHANISM,False,False,
GT_CONCERN_000152,RECORD_000216,GT_SAMPLE_000216,chatgpt,Chatgpt_POST_000047,comment,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000153,RECORD_000219,GT_SAMPLE_000219,chatgpt,Chatgpt_POST_000047,comment,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000154,RECORD_000222,GT_SAMPLE_000222,chatgpt,Chatgpt_POST_000048,comment,D2.2_PRIVACY_BREACH_NOTIFICATION,False,False,
GT_CONCERN_000155,RECORD_000225,GT_SAMPLE_000225,chatgpt,Chatgpt_POST_000050,post,A3.2_PRIVACY_DELETION_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000156,RECORD_000225,GT_SAMPLE_000225,chatgpt,Chatgpt_POST_000050,post,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000157,RECORD_000226,GT_SAMPLE_000226,chatgpt,Chatgpt_POST_000050,comment,A3.2_PRIVACY_DELETION_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000158,RECORD_000228,GT_SAMPLE_000228,chatgpt,Chatgpt_POST_000051,post,A2.1_PRIVACY_SERVICE_PROVISION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000159,RECORD_000228,GT_SAMPLE_000228,chatgpt,Chatgpt_POST_000051,post,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000160,RECORD_000229,GT_SAMPLE_000229,chatgpt,Chatgpt_POST_000052,post,A1.1_PRIVACY_INPUT_CONTENT,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000161,RECORD_000231,GT_SAMPLE_000231,chatgpt,Chatgpt_POST_000052,comment,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000162,RECORD_000231,GT_SAMPLE_000231,chatgpt,Chatgpt_POST_000052,comment,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000163,RECORD_000232,GT_SAMPLE_000232,claude,Claude_POST_000053,post,A3.1_PRIVACY_RETENTION_DURATION,True,False,
GT_CONCERN_000164,RECORD_000233,GT_SAMPLE_000233,claude,Claude_POST_000053,comment,D2.1_PRIVACY_DATA_SECURITY,True,False,
GT_CONCERN_000165,RECORD_000234,GT_SAMPLE_000234,claude,Claude_POST_000053,comment,A2.2_PRIVACY_MODEL_TRAINING,True,False,
GT_CONCERN_000166,RECORD_000236,GT_SAMPLE_000236,claude,Claude_POST_000053,comment,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000167,RECORD_000237,GT_SAMPLE_000237,claude,Claude_POST_000053,comment,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000168,RECORD_000239,GT_SAMPLE_000239,claude,Claude_POST_000054,comment,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000169,RECORD_000243,GT_SAMPLE_000243,claude,Claude_POST_000054,comment,C2.2_PRIVACY_DOWNSTREAM_INTEGRATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
GT_CONCERN_000170,RECORD_000246,GT_SAMPLE_000246,claude,Claude_POST_000056,post,A4.2_PRIVACY_PLUGIN_EXTENSION_ACCESS,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000171,RECORD_000255,GT_SAMPLE_000255,claude,Claude_POST_000060,post,B1.2_PRIVACY_GRANULAR_CONTROL,False,False,
GT_CONCERN_000172,RECORD_000257,GT_SAMPLE_000257,claude,Claude_POST_000060,comment,D1.1_PRIVACY_JURISDICTION_LAW,False,False,
GT_CONCERN_000173,RECORD_000259,GT_SAMPLE_000259,claude,Claude_POST_000062,post,D2.1_PRIVACY_DATA_SECURITY,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000174,RECORD_000263,GT_SAMPLE_000263,claude,Claude_POST_000062,comment,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000175,RECORD_000264,GT_SAMPLE_000264,claude,Claude_POST_000062,comment,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000176,RECORD_000266,GT_SAMPLE_000266,claude,Claude_POST_000063,post,D2.1_PRIVACY_DATA_SECURITY,False,False,
GT_CONCERN_000177,RECORD_000267,GT_SAMPLE_000267,claude,Claude_POST_000064,post,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,False,
GT_CONCERN_000178,RECORD_000268,GT_SAMPLE_000268,claude,Claude_POST_000064,comment,B1.1_PRIVACY_CONSENT_MECHANISM,False,False,
GT_CONCERN_000179,RECORD_000269,GT_SAMPLE_000269,claude,Claude_POST_000064,comment,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000180,RECORD_000270,GT_SAMPLE_000270,claude,Claude_POST_000064,comment,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000181,RECORD_000272,GT_SAMPLE_000272,claude,Claude_POST_000065,post,A4.2_PRIVACY_PLUGIN_EXTENSION_ACCESS,True,False,
GT_CONCERN_000182,RECORD_000274,GT_SAMPLE_000274,claude,Claude_POST_000066,comment,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000183,RECORD_000274,GT_SAMPLE_000274,claude,Claude_POST_000066,comment,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000184,RECORD_000276,GT_SAMPLE_000276,claude,Claude_POST_000068,post,A4.1_PRIVACY_THIRD_PARTY_SHARING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000185,RECORD_000276,GT_SAMPLE_000276,claude,Claude_POST_000068,post,D1.1_PRIVACY_JURISDICTION_LAW,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000186,RECORD_000277,GT_SAMPLE_000277,claude,Claude_POST_000069,post,A3.1_PRIVACY_RETENTION_DURATION,True,False,
GT_CONCERN_000187,RECORD_000278,GT_SAMPLE_000278,claude,Claude_POST_000069,comment,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_EXPLICIT_POLICY_DISTRUST
GT_CONCERN_000188,RECORD_000278,GT_SAMPLE_000278,claude,Claude_POST_000069,comment,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_EXPLICIT_POLICY_DISTRUST
GT_CONCERN_000189,RECORD_000279,GT_SAMPLE_000279,claude,Claude_POST_000069,comment,B1.1_PRIVACY_CONSENT_MECHANISM,True,False,
GT_CONCERN_000190,RECORD_000280,GT_SAMPLE_000280,claude,Claude_POST_000069,comment,B1.1_PRIVACY_CONSENT_MECHANISM,False,False,
GT_CONCERN_000191,RECORD_000281,GT_SAMPLE_000281,claude,Claude_POST_000070,post,A3.1_PRIVACY_RETENTION_DURATION,True,False,
GT_CONCERN_000192,RECORD_000283,GT_SAMPLE_000283,gemini,Gemini_POST_000071,comment,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000193,RECORD_000285,GT_SAMPLE_000285,gemini,Gemini_POST_000071,comment,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,False,
GT_CONCERN_000194,RECORD_000286,GT_SAMPLE_000286,gemini,Gemini_POST_000072,post,A3.1_PRIVACY_RETENTION_DURATION,True,False,
GT_CONCERN_000195,RECORD_000286,GT_SAMPLE_000286,gemini,Gemini_POST_000072,post,B1.1_PRIVACY_CONSENT_MECHANISM,False,False,
GT_CONCERN_000196,RECORD_000286,GT_SAMPLE_000286,gemini,Gemini_POST_000072,post,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000197,RECORD_000288,GT_SAMPLE_000288,gemini,Gemini_POST_000074,post,A1.1_PRIVACY_INPUT_CONTENT,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000198,RECORD_000289,GT_SAMPLE_000289,gemini,Gemini_POST_000074,comment,C2.2_PRIVACY_DOWNSTREAM_INTEGRATION,False,False,
GT_CONCERN_000199,RECORD_000291,GT_SAMPLE_000291,gemini,Gemini_POST_000075,post,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000200,RECORD_000291,GT_SAMPLE_000291,gemini,Gemini_POST_000075,post,B1.2_PRIVACY_GRANULAR_CONTROL,True,False,
GT_CONCERN_000201,RECORD_000295,GT_SAMPLE_000295,gemini,Gemini_POST_000075,comment,A2.2_PRIVACY_MODEL_TRAINING,True,False,
GT_CONCERN_000202,RECORD_000296,GT_SAMPLE_000296,gemini,Gemini_POST_000075,comment,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000203,RECORD_000297,GT_SAMPLE_000297,gemini,Gemini_POST_000075,comment,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000204,RECORD_000298,GT_SAMPLE_000298,gemini,Gemini_POST_000076,post,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000205,RECORD_000299,GT_SAMPLE_000299,gemini,Gemini_POST_000076,comment,A2.2_PRIVACY_MODEL_TRAINING,True,False,
GT_CONCERN_000206,RECORD_000299,GT_SAMPLE_000299,gemini,Gemini_POST_000076,comment,A4.1_PRIVACY_THIRD_PARTY_SHARING,True,False,
GT_CONCERN_000207,RECORD_000299,GT_SAMPLE_000299,gemini,Gemini_POST_000076,comment,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000208,RECORD_000301,GT_SAMPLE_000301,gemini,Gemini_POST_000078,post,A2.1_PRIVACY_SERVICE_PROVISION,True,False,
GT_CONCERN_000209,RECORD_000301,GT_SAMPLE_000301,gemini,Gemini_POST_000078,post,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,False,
GT_CONCERN_000210,RECORD_000303,GT_SAMPLE_000303,gemini,Gemini_POST_000080,post,C1.1_PRIVACY_OUTPUT_RISK,False,False,
GT_CONCERN_000211,RECORD_000304,GT_SAMPLE_000304,gemini,Gemini_POST_000081,post,A3.1_PRIVACY_RETENTION_DURATION,True,False,
GT_CONCERN_000212,RECORD_000305,GT_SAMPLE_000305,gemini,Gemini_POST_000081,comment,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000213,RECORD_000307,GT_SAMPLE_000307,gemini,Gemini_POST_000081,comment,A3.1_PRIVACY_RETENTION_DURATION,True,False,
GT_CONCERN_000214,RECORD_000309,GT_SAMPLE_000309,gemini,Gemini_POST_000081,comment,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000215,RECORD_000311,GT_SAMPLE_000311,deepseek,Deepseek_POST_000083,post,A3.1_PRIVACY_RETENTION_DURATION,True,False,
GT_CONCERN_000216,RECORD_000312,GT_SAMPLE_000312,deepseek,Deepseek_POST_000083,comment,A3.1_PRIVACY_RETENTION_DURATION,True,False,
GT_CONCERN_000217,RECORD_000314,GT_SAMPLE_000314,deepseek,Deepseek_POST_000083,comment,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000218,RECORD_000315,GT_SAMPLE_000315,deepseek,Deepseek_POST_000084,post,D1.1_PRIVACY_JURISDICTION_LAW,True,True,PRIVACY_POLICY_DETAIL_VAGUE
GT_CONCERN_000219,RECORD_000316,GT_SAMPLE_000316,deepseek,Deepseek_POST_000084,comment,D1.1_PRIVACY_JURISDICTION_LAW,True,True,PRIVACY_POLICY_DETAIL_VAGUE
GT_CONCERN_000220,RECORD_000317,GT_SAMPLE_000317,deepseek,Deepseek_POST_000084,comment,D1.1_PRIVACY_JURISDICTION_LAW,True,True,PRIVACY_POLICY_DETAIL_VAGUE
GT_CONCERN_000221,RECORD_000319,GT_SAMPLE_000319,deepseek,Deepseek_POST_000084,comment,D1.1_PRIVACY_JURISDICTION_LAW,True,True,PRIVACY_POLICY_DETAIL_VAGUE
GT_CONCERN_000222,RECORD_000320,GT_SAMPLE_000320,deepseek,Deepseek_POST_000085,post,A2.2_PRIVACY_MODEL_TRAINING,True,False,
GT_CONCERN_000223,RECORD_000320,GT_SAMPLE_000320,deepseek,Deepseek_POST_000085,post,A4.1_PRIVACY_THIRD_PARTY_SHARING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000224,RECORD_000323,GT_SAMPLE_000323,deepseek,Deepseek_POST_000085,comment,D1.1_PRIVACY_JURISDICTION_LAW,True,True,PRIVACY_POLICY_DETAIL_VAGUE
GT_CONCERN_000225,RECORD_000327,GT_SAMPLE_000327,deepseek,Deepseek_POST_000088,post,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000226,RECORD_000327,GT_SAMPLE_000327,deepseek,Deepseek_POST_000088,post,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000227,RECORD_000328,GT_SAMPLE_000328,deepseek,Deepseek_POST_000088,comment,A2.2_PRIVACY_MODEL_TRAINING,True,False,
GT_CONCERN_000228,RECORD_000331,GT_SAMPLE_000331,deepseek,Deepseek_POST_000088,comment,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000229,RECORD_000333,GT_SAMPLE_000333,deepseek,Deepseek_POST_000088,comment,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000230,RECORD_000333,GT_SAMPLE_000333,deepseek,Deepseek_POST_000088,comment,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000231,RECORD_000335,GT_SAMPLE_000335,deepseek,Deepseek_POST_000090,post,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000232,RECORD_000336,GT_SAMPLE_000336,deepseek,Deepseek_POST_000090,comment,A2.2_PRIVACY_MODEL_TRAINING,True,False,
GT_CONCERN_000233,RECORD_000340,GT_SAMPLE_000340,deepseek,Deepseek_POST_000090,comment,A2.2_PRIVACY_MODEL_TRAINING,True,False,
GT_CONCERN_000234,RECORD_000341,GT_SAMPLE_000341,deepseek,Deepseek_POST_000090,comment,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000235,RECORD_000341,GT_SAMPLE_000341,deepseek,Deepseek_POST_000090,comment,D1.1_PRIVACY_JURISDICTION_LAW,True,True,PRIVACY_POLICY_DETAIL_VAGUE
GT_CONCERN_000236,RECORD_000342,GT_SAMPLE_000342,deepseek,Deepseek_POST_000090,comment,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000237,RECORD_000346,GT_SAMPLE_000346,deepseek,Deepseek_POST_000090,comment,A2.2_PRIVACY_MODEL_TRAINING,True,False,
GT_CONCERN_000238,RECORD_000348,GT_SAMPLE_000348,deepseek,Deepseek_POST_000091,post,C1.1_PRIVACY_OUTPUT_RISK,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000239,RECORD_000348,GT_SAMPLE_000348,deepseek,Deepseek_POST_000091,post,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000240,RECORD_000348,GT_SAMPLE_000348,deepseek,Deepseek_POST_000091,post,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000241,RECORD_000349,GT_SAMPLE_000349,deepseek,Deepseek_POST_000091,comment,A1.1_PRIVACY_INPUT_CONTENT,True,False,
GT_CONCERN_000242,RECORD_000350,GT_SAMPLE_000350,grok,Grok_POST_000092,post,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000243,RECORD_000350,GT_SAMPLE_000350,grok,Grok_POST_000092,post,D2.1_PRIVACY_DATA_SECURITY,False,False,
GT_CONCERN_000244,RECORD_000351,GT_SAMPLE_000351,grok,Grok_POST_000092,comment,D2.1_PRIVACY_DATA_SECURITY,False,False,
GT_CONCERN_000245,RECORD_000355,GT_SAMPLE_000355,grok,Grok_POST_000092,comment,A3.2_PRIVACY_DELETION_MECHANISM,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000246,RECORD_000356,GT_SAMPLE_000356,grok,Grok_POST_000092,comment,D2.1_PRIVACY_DATA_SECURITY,True,False,
GT_CONCERN_000247,RECORD_000358,GT_SAMPLE_000358,grok,Grok_POST_000092,comment,A3.2_PRIVACY_DELETION_MECHANISM,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000248,RECORD_000359,GT_SAMPLE_000359,grok,Grok_POST_000092,comment,D2.1_PRIVACY_DATA_SECURITY,False,False,
GT_CONCERN_000249,RECORD_000361,GT_SAMPLE_000361,grok,Grok_POST_000092,comment,C1.1_PRIVACY_OUTPUT_RISK,True,False,
GT_CONCERN_000250,RECORD_000365,GT_SAMPLE_000365,grok,Grok_POST_000093,post,A4.1_PRIVACY_THIRD_PARTY_SHARING,True,False,
GT_CONCERN_000251,RECORD_000366,GT_SAMPLE_000366,grok,Grok_POST_000093,comment,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_POLICY_DETAIL_VAGUE
GT_CONCERN_000252,RECORD_000366,GT_SAMPLE_000366,grok,Grok_POST_000093,comment,A4.1_PRIVACY_THIRD_PARTY_SHARING,True,True,PRIVACY_POLICY_DETAIL_VAGUE
GT_CONCERN_000253,RECORD_000367,GT_SAMPLE_000367,grok,Grok_POST_000093,comment,B1.1_PRIVACY_CONSENT_MECHANISM,True,False,
GT_CONCERN_000254,RECORD_000368,GT_SAMPLE_000368,grok,Grok_POST_000093,comment,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000255,RECORD_000371,GT_SAMPLE_000371,grok,Grok_POST_000096,post,A1.1_PRIVACY_INPUT_CONTENT,True,False,
GT_CONCERN_000256,RECORD_000372,GT_SAMPLE_000372,grok,Grok_POST_000097,post,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000257,RECORD_000375,GT_SAMPLE_000375,grok,Grok_POST_000097,comment,D1.1_PRIVACY_JURISDICTION_LAW,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000258,RECORD_000377,GT_SAMPLE_000377,grok,Grok_POST_000097,comment,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_EXPLICIT_POLICY_DISTRUST
GT_CONCERN_000259,RECORD_000382,GT_SAMPLE_000382,grok,Grok_POST_000097,comment,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000260,RECORD_000382,GT_SAMPLE_000382,grok,Grok_POST_000097,comment,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000261,RECORD_000383,GT_SAMPLE_000383,grok,Grok_POST_000097,comment,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000262,RECORD_000384,GT_SAMPLE_000384,grok,Grok_POST_000097,comment,A2.2_PRIVACY_MODEL_TRAINING,True,False,
GT_CONCERN_000263,RECORD_000384,GT_SAMPLE_000384,grok,Grok_POST_000097,comment,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,False,
GT_CONCERN_000264,RECORD_000387,GT_SAMPLE_000387,grok,Grok_POST_000097,comment,A3.2_PRIVACY_DELETION_MECHANISM,True,True,PRIVACY_EXPLICIT_POLICY_DISTRUST
GT_CONCERN_000265,RECORD_000392,GT_SAMPLE_000392,grok,Grok_POST_000097,comment,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
GT_CONCERN_000266,RECORD_000395,GT_SAMPLE_000395,grok,Grok_POST_000099,post,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000267,RECORD_000395,GT_SAMPLE_000395,grok,Grok_POST_000099,post,C2.1_PRIVACY_AGENT_AUTONOMOUS_ACTIONS,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000268,RECORD_000396,GT_SAMPLE_000396,grok,Grok_POST_000099,comment,A2.2_PRIVACY_MODEL_TRAINING,True,False,
GT_CONCERN_000269,RECORD_000399,GT_SAMPLE_000399,grok,Grok_POST_000099,comment,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000270,RECORD_000403,GT_SAMPLE_000403,grok,Grok_POST_000099,comment,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000271,RECORD_000403,GT_SAMPLE_000403,grok,Grok_POST_000099,comment,C1.1_PRIVACY_OUTPUT_RISK,True,True,PRIVACY_POLICY_DETAIL_VAGUE
GT_CONCERN_000272,RECORD_000405,GT_SAMPLE_000405,grok,Grok_POST_000099,comment,A1.2_PRIVACY_BEHAVIORAL_METADATA,True,False,
GT_CONCERN_000273,RECORD_000405,GT_SAMPLE_000405,grok,Grok_POST_000099,comment,A2.2_PRIVACY_MODEL_TRAINING,True,False,
GT_CONCERN_000274,RECORD_000409,GT_SAMPLE_000409,grok,Grok_POST_000101,post,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
GT_CONCERN_000275,RECORD_000410,GT_SAMPLE_000410,grok,Grok_POST_000101,comment,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000276,RECORD_000414,GT_SAMPLE_000414,grok,Grok_POST_000102,comment,A3.2_PRIVACY_DELETION_MECHANISM,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000277,RECORD_000417,GT_SAMPLE_000417,grok,Grok_POST_000102,comment,A3.1_PRIVACY_RETENTION_DURATION,True,False,
GT_CONCERN_000278,RECORD_000421,GT_SAMPLE_000421,grok,Grok_POST_000105,post,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000279,RECORD_000422,GT_SAMPLE_000422,grok,Grok_POST_000106,post,A2.2_PRIVACY_MODEL_TRAINING,True,False,
GT_CONCERN_000280,RECORD_000422,GT_SAMPLE_000422,grok,Grok_POST_000106,post,C1.2_PRIVACY_MEMORY_PERSONALIZATION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000281,RECORD_000422,GT_SAMPLE_000422,grok,Grok_POST_000106,post,A4.1_PRIVACY_THIRD_PARTY_SHARING,True,False,
GT_CONCERN_000282,RECORD_000422,GT_SAMPLE_000422,grok,Grok_POST_000106,post,A3.2_PRIVACY_DELETION_MECHANISM,True,False,
